id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
153061,10491,Konung 2: Blood of Titans,NULL,2003-02-01 00:00:00.000,2,NULL,45.0000,1,50.0000,3
153169,4183,Starsky & Hutch,NULL,2003-06-20 00:00:00.000,2,NULL,64.0000,2,67.0728,4
153478,3962,Kao the Kangaroo Round 2,NULL,2003-11-04 00:00:00.000,5,NULL,NULL,NULL,79.6472,15
153522,21558,Arc the Lad: Twilight of the Spirits,NULL,2003-03-20 00:00:00.000,3,NULL,80.0000,3,NULL,NULL
153607,3007,Dynasty Warriors 4,"Dynasty Warriors 4 is set in Ancient China during the time of the Three Kingdoms era. The game begins at the fall of the Han Dynasty, shortly after the death of Emperor Ling when the Yellow Turban Rebellion led by Zhang Jiao begun an uprising against the Empire. A number of elements in the game build on aspects of Chinese Mythology and there is a mix between fact and fiction as the game is built on the story of Romance of the Three Kingdoms.  Many of the locations, characters, and events in Dynasty Warriors 4 are reported to have happened in Chinese history although many have been exaggerated to make the game more appealing to the player. There are also some features that are historically inaccurate such as Zhou Tai’s weapon, a Japanese tachi, as there is no historical record of this kind of weapon being used in that era. The game features environments resembling that of ancient China and various items from the era. Common items throughout the game include Fairy Wine and Dim Sum’s.",2003-02-27 00:00:00.000,6,NULL,60.0000,1,65.5672,28
153746,10210,Space Impact+,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153769,5904,Mace Griffin: Bounty Hunter,NULL,2003-06-20 00:00:00.000,2,NULL,64.0000,5,NULL,NULL
153879,9820,Desert Thunder,NULL,2003-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153927,78585,Mother 1+2,"Mother  EarthBound Beginnings follows the young Ninten as he uses his great-grandfather's studies on psychic powers to fight hostile, formerly inanimate objects and other enemies. His adventure leads him to new friends and eventually uncovering an alien plot that must be stopped.  Mother 2  The story begins when Ness is awakened by a meteor that has plummeted to the earth near his home, whereupon he proceeds to investigate the crash site. When Ness gets to the crash site he discovers a police roadblock and Pokey Minch, his friend and neighbor, who tells him to go home. Later, Ness is woken up again by Pokey knocking at his door, demanding help to find his brother Picky.  They find him near the meteor sleeping behind a tree and wake him up. Then the three encounter an insect from the meteor named Buzz Buzz who informs Ness that he is from the future where the ""universal cosmic destroyer"", Giygas, dominates the planet. Buzz Buzz senses great potential in Ness and instructs him to embark on a journey to seek out and record the melodies of eight ""sanctuaries,"" unite his own powers with the Earth's and gain the strength required to confront Giygas.",2003-06-20 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
153935,43588,Initial D: Special Stage,NULL,2003-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154039,4066,Disney Presents: Piglet's Big Game,NULL,2003-02-02 00:00:00.000,NULL,NULL,75.0000,2,53.0000,3
154116,165522,Buccaneer,NULL,2003-08-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154131,6318,Banjo-Kazooie: Grunty's Revenge,"Two months have passed since Gruntilda fell from her tower, putting the events of the game before those of Banjo-Tooie in the timeline, and she is still trapped beneath the boulder. After trying to push the boulder off of herself, her loyal henchman Klungo decides that a different plan of action is required, so he builds a Gruntilda-shaped robot, the Mecha-Grunty, into which Gruntilda's spirit transfers. While her real body would still be stuck underground, she could now initiate a scheme of revenge against Banjo and Kazooie at will. Kidnapping Kazooie, she goes back in time (supposedly 20 years, although the actual amount of time is unknown) with the plan to prevent the bear and bird duo from ever meeting in order to erase her prior defeat from history and restoring her to her previous self.",2003-09-12 00:00:00.000,5,NULL,65.5000,2,43.0258,16
154253,6381,Disney's Magical Quest 3 Starring Mickey & Donald,NULL,2003-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154432,18870,Championship Manager 4,NULL,2003-03-01 00:00:00.000,5,NULL,100.0000,1,89.9260,16
154465,211,Armed and Dangerous,NULL,2003-12-02 00:00:00.000,9,NULL,82.5000,2,78.0028,14
154563,11778,Muv-Luv,NULL,2003-02-28 00:00:00.000,5,NULL,78.5000,3,67.3855,11
154571,6255,Yager,NULL,2003-05-23 00:00:00.000,2,NULL,70.0000,1,NULL,NULL
154680,69970,Blue's Clues: Blue Takes You to School,NULL,2003-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154709,187044,Zwart Wit,NULL,2003-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155196,4885,Geometry Wars,"you are a geometric ""ship"" trapped in a grid world, facing off against waves of deadly wanderers, snakes, and repulsars. Your aim is to survive long enough to set a high score! Avoid the spawning enemies, and shoot them down for points.",2003-11-17 00:00:00.000,6,NULL,NULL,NULL,84.8516,14
155362,44985,E.T. The Extra-Terrestrial: Interplanetary Mission,NULL,2003-01-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155499,172694,KnuckleFighter-XPlus,NULL,2003-02-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155670,43324,Raging Blades,NULL,2003-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155797,32626,Higurashi no Naku Koro ni: Tatarigoroshi,"The 58th year of Shouwa, early summer. It’s June, and the summer heat has arrived earlier than it does most years. By day there are crickets, and by night there are cicadas.  We’re in Hinamizawa, a small village in the countryside. There are fewer than two thousand people here. But every year, there is an event.  This event is a mysterious death.  On a certain day in June, someone dies, and someone else goes missing. The series of deaths is connected to the upheaval surrounding the dam construction project. A murder case that was covered up is being reenacted. Is it a conspiracy? A coincidence? Or perhaps a curse?  Someone who was supposed to be there isn’t. Someone who wasn’t supposed to be there is.  Someone who was alive last night is dead now. And someone who is here right now isn’t alive.  So, there is no way to avert tragedy. There is no choice but to give up. But don’t give up.  Only you can stand up to this.",2003-08-15 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,1
155935,2580,Dragon Ball Z: Taiketsu,NULL,2003-11-24 00:00:00.000,2,NULL,40.0000,1,19.9426,8
156063,170337,Lost Valley,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156222,186239,SSX 3,NULL,2003-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156457,9669,Shin Megami Tensei: Nocturne,NULL,2003-02-20 00:00:00.000,20,1,NULL,NULL,83.1625,51
156464,4026,Naruto: Clash of Ninja,NULL,2003-04-11 00:00:00.000,4,NULL,65.0000,2,66.9740,13
156621,3384,Harvest Moon: A Wonderful Life,"""He wasn't unhappy. But he didn't seem to have a direction in life. One day, I went to see him. I told him about the farm you left to him. Your son didn't seem to know much about farming, but he was willing to give it a try. So I brought him to Forget-Me-Not Valley.""  True to its name, this is the first Harvest Moon game that progresses through the main character's entire adult life, from young adulthood to old age. However, numerous years are skipped as the game is progressed.    NPCs in the game, including the main character's son and wife also grow older as time passes. The game takes place in a new setting for the Harvest Moon series - a small village called Forget-Me-Not Valley, populated entirely by new characters.    The basic plot is familiar from several previous Harvest Moon games: the main character, a young man, inherits a somewhat run-down farm in Forget-Me-Not-Valley after the death of his father. Unlike most games however, the game features a variety of chapters.",2003-09-12 00:00:00.000,6,NULL,84.5000,2,89.3552,18
156756,170007,Clu Clu Land-e,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156793,15652,Space Empires: Starfury,NULL,2003-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157031,15433,The King of Fighters 2003,NULL,2003-12-12 00:00:00.000,5,NULL,50.0000,1,51.4852,23
157269,145186,Jet Grind Radio,"Like in the Dreamcast version, the player assumes the role of the GG's, a gang of graffiti-spraying youths, led by Beat (who is also the first playable character). The Rokkaku group and the Tokyo-to construction conglomerate have teamed up to clamp down on the ""rudies"", the game's term for the law-breaking teenagers. The object of the game is to ""Tag"" certain parts of the surroundings before the time limit runs out or ""before the indomitable array of cops arrives"".",2003-06-26 00:00:00.000,NULL,NULL,76.0000,2,NULL,NULL
157351,5907,Magic: The Gathering – Battlegrounds,NULL,2003-11-18 00:00:00.000,1,NULL,79.5000,2,NULL,NULL
157464,7682,New Star Soccer,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157923,4160,Spawn: Armageddon,NULL,2003-11-21 00:00:00.000,1,NULL,NULL,NULL,37.0000,3
158050,4069,Pokémon Pinball: Ruby & Sapphire,NULL,2003-08-01 00:00:00.000,5,NULL,75.0000,2,79.9588,29
158077,69,Master of Orion III,NULL,2003-02-25 00:00:00.000,1,NULL,55.0000,2,59.0893,8
158656,117003,Harry Potter and the Sorcerer's Stone,"The story follows protagonist Harry Potter, who discovers he is a wizard, and is sent to Hogwarts School of Witchcraft and Wizardry where he makes friends and receives magical training, and along with his friends stop Lord Voldemort from returning to power.",2003-12-09 00:00:00.000,1,NULL,NULL,NULL,69.9246,7
158934,132868,Acquaria,"From a desolate environment comes an exuberant story. ACQUÁRIA shows a distant future in which the ""Blue Planet"" can no longer be called such. The Earth is practically exhausted after constant aggression against nature. All that is left are ruined cities and a few groups of people surviving in a devastating scenario. After years of exploitation and aggression against nature, water on planet Earth has come to an end.  In this arid environment, Sarah (Sandy) and Kim (Junior) live the saga and adventure of surviving in ACQUÁRIA, a place full of dangers and mysteries. With their friends Gaspar and Guili, they live challenges and emotions in search of the rarest and most precious commodity on Earth: water.",2003-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158936,1776,Mega Man Zero 2,"One year has passed since Zero defeated Copy X. He has since spent his time wandering the desert defeating wave after wave of Pantheons. As the game opens, Zero wearily makes his way through a sandstorm wrapped in a tattered cloak. As the sands die down he realizes he is once more being chased by enemies. Despite being in disrepair, with cracked armor and broken weapons (his rod and shield being useless), his cloak is thrown to the winds and his Buster Shot gun is drawn in defense.  Elsewhere, the three surviving members of the Four Guardians (Phantom self-destructed trying to stop Zero's assault on Area X in previous game) assumed command of Neo Arcadia, with Harpuia as the leader. Copy X's death was covered up, as the humans revered him as their savior. Harpuia leaves Neo Arcadia and comes across Zero after his battle in the desert. Harpuia brings him to the new Resistance Base where Zero is repaired and reunited with Ciel and the rest of the Resistance, and also meets their new commander, Elpizo. Alone in her office, Ciel tells Zero of the changes that have taken place in the year he was missing, as well as reminding him of her ultimate goal of creating a new energy system. She shows him a Baby Elf, which is the basis of her current research.",2003-05-02 00:00:00.000,9,NULL,NULL,NULL,82.2533,40
159002,61654,Rayman 3: Hoodlum Havoc Print Studio,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159072,5982,Pirates of the Caribbean,"After a fierce storm, Captain Nathaniel Hawk arrives on the island of Oxbay. His first mate Malcolm Hatcher is retiring, and so Hawk must hire a new first mate and crew. As he leaves Oxbay, a French armada attacks the colony and captures it. Hawk manages to slip away and warn the English governor on Redmond Island, Robert Christopher Silehard, that Oxbay was attacked.  The governor sends Hawk on a series of quests to aid him in the war against France: Nathaniel is sent to investigate the condition in Oxbay; prevent a supply ship from reaching Oxbay; unload English troops in the jungles of Oxbay and rescue the English spy from the clutches of the French.  While preparing for his next quest - annexing Oxbay, Nathaniel meets his old friends: Danielle Greene and Ralph Fawn. However, Ralph is killed when the soldiers arrive to arrest Danielle and Nathaniel himself is captured and imprisoned. While in prison he gets to know an old ex-cannoneer Edgar Attwood who was fired for drinking too much rum. He can be later hired by the player into his crew.  Some time later governor Silehard arrives and tells Nathaniel that a big mistake has occurred. He sends Nathaniel Hawk on another series of quests until Nathaniel meets an old inventor who aids him in finding a treasure that could defeat the ghost ship called the Black Pearl.  There is also a large number of side quests. For instance, in one such side mission Hawk is enlisted to help a Dutch colonist find several kidnapped children.",2003-06-30 00:00:00.000,18,NULL,49.3333,5,91.3850,36
159177,43383,Fugitive Hunter: War on Terror,NULL,2003-12-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
159877,49208,Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero,NULL,2003-07-05 00:00:00.000,NULL,NULL,73.0000,1,NULL,NULL
160018,6353,CT Special Forces 2: Back in the Trenches,NULL,2003-08-15 00:00:00.000,NULL,NULL,78.0000,1,NULL,NULL
160072,170015,Golf-e,NULL,2003-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160430,2917,Chaos Legion,NULL,2003-03-06 00:00:00.000,4,NULL,60.5000,2,60.4600,8
160917,19747,Teenage Mutant Ninja Turtles,"The main gameplay loosely adapts the following season one episodes: ""Things Change"", ""A Better Mouse Trap"", ""Attack of the Mouser""s, ""Meet Casey Jones"", ""Nano"", ""Darkness on the Edge of Town"", ""The Way of Invisibility"", ""Notes From the Underground"" (Parts 1-3), and ""Return to New York"" (Parts 1-3), as well as a level that is not derived from the animated series at all.  Shortly after a group of mouser robots destroy the turtles' old home, they begin to look for a new home. Michelangelo eventually gets on Raphael's nerves, making Raphael leave to the surface. At the surface, he is confronted by Purple Dragon thugs, Casey Jones, and Dragonface. Baxter Stockman soon uses invisible foot tech ninjas to capture Raphael, and Donatello is forced to rescue him. Afterward, while Raphael and Michelangelo spar for fun, Donatello analyzes a strange crystal he found in their home, noting that they look like mutated brain cells. Raphael kicks Michelangelo into a wall, revealing a large tunnel behind it. Donatello's crystal start glowing and the turtles decide to investigate. They follow the tunnel and they are confronted by genetically mutated humans. After a few scuffles with these mutants, the turtles find that these mutants were turned into their current state by past experiments of Shredder's scientists. The crystals Donatello found are the only thing keeping these mutants alive, and cannot leave their underground home as a result. They plead the turtles to defeat Shredder, so that no more humans will suffer as they have. The turtles decide to defeat Shredder once and for all, and promise the mutants that they will come back for them if they ever find a way to reverse their condition.",2003-10-21 00:00:00.000,8,NULL,60.0000,2,61.1783,24
160929,5734,Backyard Wrestling: Don't Try This at Home,NULL,2003-10-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161169,16748,Super Mario Advance 4: Super Mario Bros. 3,"The Mushroom Kingdom has remained a peaceful place, thanks to the brave deeds of Mario and Luigi. However, the Mushroom Kingdom forms an entrance to the Mushroom World, a place where all is not well. Bowser sent his seven children to make mischief in this normally peaceful land. As their first order of business, they stole the royal magic wands from each country in the Mushroom World and used them to turn the kings into animals. Mario and Luigi must recover the royal magic wands from Bowser's seven kids to return the kings to their true forms. As Mario and Luigi set off on their journey deep into the Mushroom World, Princess Peach and Toad have but one thing to say: “Good-bye, and good luck!”",2003-07-11 00:00:00.000,16,NULL,90.0000,1,87.1111,30
161425,6184,SNK vs. Capcom: SVC Chaos,NULL,2003-07-24 00:00:00.000,2,NULL,68.0000,2,70.1590,16
162218,150028,Donkey Kong Country,"On a dark and stormy night in Donkey Kong Island, Diddy Kong, Donkey Kong's nephew has taken the weighty responsibility of guarding DK's precious banana hoard for one night, as a part of his ""hero training"". DK entrusts Diddy with protecting the hoard until midnight, when he would be relieved, while DK himself goes to sleep as he is tired.  Everything seems to go smoothly in the hoard until Diddy hears some noises. Diddy hears some voices outside and gets scared, asking who's there. King K. Rool, who had commanded his Kremling minions to steal the bananas. Two ropes drop from above and suddenly two Kritters appear. Diddy cartwheels them both easily, but then a Krusha (Klump in the instruction booklet) comes in as backup. As Diddy is not strong enough to defeat Krusha by himself, he is overpowered and defeated by the Kremling. The lizars seal Diddy inside a barrel and then throw it in the bushes. Donkey's grandfather, Cranky Kong, rushes inside the treehouse to tell Donkey Kong to wake up so he may tell him what happened. He then tells Donkey to check his Banana Cave. Donkey Kong is infuriated, exclaiming that the Kremlings will pay for stealing his banana hoard and kidnapping his little buddy. Donkey goes on to say that he will hunt every corner of the island for his bananas back.",2003-06-06 00:00:00.000,NULL,NULL,79.5000,2,NULL,NULL
162513,78271,F-Zero AX,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162623,719,Freedom Fighters,NULL,2003-09-26 00:00:00.000,21,NULL,70.0000,1,78.3049,79
162945,185823,Codename: Kids Next Door - Numbuh Generator,NULL,2003-09-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162952,185822,Codename: Kids Next Door - Ice Creamed,NULL,2003-09-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162961,144130,Teen Titans Battle Blitz,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163066,83829,Lifeline,NULL,2003-01-30 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
163130,23695,Sonic Adventure DX: Director's Cut,"Doctor Robotnik seeks a new way to defeat his longtime nemesis Sonic and conquer the world. During his research, he learns about an entity called Chaos—a creature that, thousands of years ago, helped to protect the Chao and the all-powerful Master Emerald, which balances the power of the seven Chaos Emeralds. When a tribe of echidnas sought to steal the power of the Emeralds, breaking the harmony they had with the Chao, Chaos retaliated by using the Emeralds' power to transform into a monstrous beast, Perfect Chaos, and wipe them out. Before it could destroy the world, Tikal, a young echidna who befriended Chaos, imprisoned it in the Master Emerald along with herself.",2003-06-17 00:00:00.000,8,1,53.5000,2,63.3214,46
163472,3132,Neighbours from Hell,"Woody is an average man who has a happy life, until his neighbor Mr. Rottweiler, makes his life miserable. Woody decides to take full revenge on Mr. Rottweiler. In the game Neighbors from Hell, the player creeps around the neighbour’s house performing tricks upon the unsuspecting resident. The player is the star of a new TV show with the same name, with cameras that track every move as the player sets traps such as sawing the chair, banana peels/soap on the floor, smeared paintings and messing with home equipment. The game's objectives are to create disarray, increase ratings, and win awards. Obstacles in the game include the watchful neighbour himself, also - his guard dog, and a parrot called Chilli, both of whom will try to alert the Neighbour of Woody's presence.",2003-06-20 00:00:00.000,35,NULL,72.0000,2,78.5112,88
163870,49211,Yu-Gi-Oh!: Dungeon Dice Monsters,NULL,2003-03-11 00:00:00.000,1,NULL,NULL,NULL,49.9502,5
164014,5938,MotoGP 3,NULL,2003-02-27 00:00:00.000,2,NULL,79.5000,2,NULL,NULL
164247,750,Homeworld 2,NULL,2003-09-16 00:00:00.000,16,NULL,75.0000,3,87.2614,26
164309,44860,BeyBlade: Let It Rip!,NULL,2003-01-05 00:00:00.000,4,NULL,NULL,NULL,52.3077,7
164368,73544,Out of Order,"The game's protagonist is Hurford Schlitzting, who is woken in the night by a thunderstorm. Hurford discovers that he, along with his entire bedroom, have been transported to a place called ""The Town,"" set in an alternate future inhabited by aliens. He navigates the environment in his bathrobe and teddy bear slippers in an attempt to resolve the mystery of why he has been kidnapped.",2003-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164658,3753,Zuma,NULL,2003-12-12 00:00:00.000,17,NULL,68.0000,1,70.0837,38
164775,133860,Max Payne,NULL,2003-12-16 00:00:00.000,NULL,NULL,NULL,NULL,72.6283,7
164823,5580,Monster Attack,NULL,2003-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164876,26635,Mortal Kombat: Tournament Edition,"Mortal Kombat: Tournament Edition has the same story as Mortal Kombat: Deadly Alliance, it adds three more characters to the plot.",2003-08-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165031,1680,Wild Arms Alter Code: F,NULL,2003-11-27 00:00:00.000,2,NULL,85.0000,2,NULL,NULL
165069,107,Hidden & Dangerous 2,NULL,2003-10-21 00:00:00.000,9,NULL,86.0000,2,79.9977,19
165109,145,Star Wars Galaxies: An Empire Divided,NULL,2003-06-26 00:00:00.000,4,NULL,75.0000,4,79.6635,13
165394,188634,Disney's Magical Quest 2 Starring Mickey & Minnie,NULL,2003-07-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165449,2052,OutRun 2,NULL,2003-12-13 00:00:00.000,3,NULL,80.0000,2,78.3923,5
165852,188656,Fantasia Sango 1,"The story tells that Ji Xuan and Ji Shuang, two siblings, lost their parents when they were young. They were raised by Xu Shu for eight years, and they painstakingly taught them the knowledge of the art of war. Forbidden Art • The method of summoning ghosts.  One day, Xu Shu's sister Xu Hong secretly worried that her mother would be taken hostage by Cao Cao to Xu Capital, and forced Xu Shu to join Cao's army, but unexpectedly killed a servant of Tianruo Palace and asked him to hand over the treasure of the palace, the ""Seal of Heavenly Brand"". He also revealed the surprising fact that Ji Xuan's parents apostatized and fled back then. Although Ji Shuang tried her best to save Xu Hong, who was dying with the forbidden technique and the method of summoning ghosts, the disaster officially started because of this.",2003-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166081,9503,Shadow Tower: Abyss,NULL,2003-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166116,141135,Real Madrid Club Football,"Club Football is a soccer series designed to re-create the individual team experience. A total of 17 games released in the Club Football series are tailored to the specific European teams on which they are based, including character facial mapping from each of the 22 position players on the roster. Authentic uniforms, stadiums, and play styles are all included as part of the featured team. The following 17 clubs are available in the series, seven of which are from the United Kingdom: Arsenal, Aston Villa, Chelsea, Leeds United, Liverpool, Manchester United, Rangers, Borussia Dortmund, Hamburg SV, FC Bayern Munich, Ajax, FC Barcelona, AC Milan, Inter Milan, Real Madrid, Juventus, and The Celtic Football Club.  Each game features bespoke content - including media archive clips of great goals and famous victories - and allows fans to add themselves to the 2003/04 starting line-up of their favourite side. Featuring photo-realistic player likenesses and stadia, and authentic crowd chants.  Codemasters have put together a range of different Club Football games, each centred on one of Europe's top teams. UK club editions include Arsenal, Aston Villa, Chelsea, Leeds United, Liverpool FC, Manchester United and Rangers. The Club Football development team has been busy digitally building some of Europe's greatest football landmarks: the home stadium of each team. In the game, matches will be played in an exact replica of each club's stadium, recreated using architectural detail and photographic reference.  Playing a game will be just like experiencing the genuine match day atmosphere in the ground--with you as part of the team. During a home match, you and your team will walk out onto the hallowed turf through the players' tunnel. The stadium, packed with supporters in the teams' colours, will fill with the sound of chants, songs and crowd atmospherics taken from real match days, specific to each club. Ten different in-game camera views, in addition to replay cameras, will relay the on-pitch action in televisual style.  Features: The only football game dedicated to real fans and real clubs Score in a faithful replica of your club's home ground A totally immersive experience with fully accurate strips, sponsors, and chants from your team's fans Create your own likeness and put yourself in the game using the powerful player editor Collect photos and video footage of the greatest goals from your club's history Multiple game modes including: Domestic Season, European Super League, and Custom Tournaments Presented by famous football pundits and commentators from across Europe",2003-10-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166226,23701,A Tale in the Desert,NULL,2003-02-15 00:00:00.000,5,NULL,80.0000,1,95.1515,8
166249,43556,RPG Maker II,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166402,72668,Ai Yori Aoshi,"During winter vacation, Tina sees a TV program about the balmy southern islands and says that she wants to go to the ocean. Aoi proposes that they go visit her villa in the southern islands.  They immediately board a cruise ship to make the journey to the island as a group. However, on the way the weather turns nasty and the ship capsizes. Miyabi calls for help, but the radio is broken and proves of no use. They are left wondering if a rescue team will come looking for them.",2003-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166514,3902,Duel Masters,NULL,2003-12-18 00:00:00.000,NULL,NULL,75.0000,2,35.0000,1
166583,49379,Yu-Gi-Oh! Reshef of Destruction,NULL,2003-03-20 00:00:00.000,NULL,NULL,NULL,NULL,54.1270,5
166643,18724,EyeToy: Play,"A cool new gaming idea needs some cool games to play on it. So have a look at EyeToy: Play, the first game made exclusively for EyeToy, a motion sensitive camera that sits on top of your TV and plugs into your PlayStation 2. EyeToy: Play is a collection of 12 addictive games. With Kung Foo, puzzles, dancing, juggling, football, boxing, fireworks, and loads more, there are enough games here to keep you all laughing at each other for hours.",2003-04-04 00:00:00.000,2,NULL,80.0000,1,73.5295,14
166711,1473,Zone of the Enders: The 2nd Runner,NULL,2003-02-13 00:00:00.000,8,NULL,69.8000,6,79.0507,24
167049,3493,F-Zero: GP Legend,NULL,2003-11-28 00:00:00.000,2,NULL,80.0000,1,73.0000,4
167173,689,F1 Challenge '99-'02,NULL,2003-06-24 00:00:00.000,6,NULL,NULL,NULL,80.8261,14
167181,45112,The Sims: Double Deluxe,"Management in The Sims revolves around decision-making. From physical environmental layouts, to mental outlook, emotional makeup and skills of your Sims, you'll be immersed in their daily lives. Activities include buying and placing unique items for households and offices, selling and replacing worn out furnishings, and otherwise building and maintaining the world in which your Sims live.  You'll guide your Sims in life-development phases and chemistry between your Sims is a product of your manipulations as well - all form the level and style of interaction through conversations with other Sims.  The Sims has a range of ten career tracks for your breadwinners to follow and each career advancement requires specific skills for success. There are ten levels of positions within each of the ten career tracks - your Sims can work their way up in career fields.  Your Sims can experience floods, fires, and robberies. Neglect, starvation, loss of energy, failure to perform basic bathroom visits - all can affect your Sims and even stop them in their tracks. Death is an option and entire families could be wiped out by complete neglect and starvation.",2003-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167243,4151,The Sims Bustin' Out,NULL,2003-12-02 00:00:00.000,3,NULL,75.0000,6,66.5330,31
167362,18254,Daredevil,NULL,2003-02-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167499,18873,Chicago 1930,NULL,2003-12-31 00:00:00.000,3,NULL,NULL,NULL,50.0000,3
167921,4174,SSX 3,NULL,2003-10-20 00:00:00.000,20,NULL,90.0000,2,89.0263,50
168567,414,Final Fantasy Tactics Advance,NULL,2003-02-14 00:00:00.000,25,NULL,90.0000,1,82.2797,104
168600,8559,I.G.I.-2: Covert Strike,NULL,2003-03-03 00:00:00.000,18,NULL,68.3333,3,76.8559,32
168617,23700,MLB 2004,NULL,2003-04-30 00:00:00.000,NULL,NULL,66.0000,2,NULL,NULL
168802,47568,MLB Slam!,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168816,2777,Kirby Air Ride,NULL,2003-08-11 00:00:00.000,12,NULL,NULL,NULL,76.5766,52
168895,9256,The Lord of the Rings: War of the Ring,NULL,2003-11-08 00:00:00.000,9,NULL,91.0000,1,62.3777,35
169021,6222,Unreal II: The Awakening,NULL,2003-02-03 00:00:00.000,13,NULL,60.5000,3,64.6737,50
169240,134350,Tom Clancy's Splinter Cell,"In April 2004, the president of Georgia is assassinated, allowing Georgian billionaire Kombayn Nikoladze to seize power with a bloodless coup d'état. In August 2004, former U.S. Navy SEAL officer and Gulf War veteran Sam Fisher is recruited by the National Security Agency to work within its newly formed division, ""Third Echelon"". Working with his old friend Irving Lambert, Fisher is introduced to technical expert Anna ""Grim"" Grimsdóttír, and field runner Vernon Wilkes Jr.    In October 2004, Fisher is dispatched to Tbilisi, Georgia to investigate the disappearance of two CIA officers. Fisher attempts to meet an informant, Thomas Gurgenidze, only to find him dying in a burning building. Gurgenidze warns that one agent's transmission mentioned proof that could cause a war. Finding the agents' corpses in a police morgue, Fisher learns that a former Spetsnaz member, Vyacheslav Grinko, removed their subdermal tracking implants. Further investigation of Grinko's license plate number using CCTV leads Third Echelon to tracks him to the Georgian defense ministry headquarters.",2003-04-27 00:00:00.000,NULL,NULL,NULL,NULL,83.8662,6
169430,25326,Toontown Online,"Toontown Online's story centers on an ongoing battle between a population of cartoon animals known as the Toons and a collection of business-minded robots known as the Cogs who are trying to take over the town. Players would choose and customize their own toon and go on to complete Toontasks, play mini-games, and fight the Cogs.",2003-06-02 00:00:00.000,4,NULL,NULL,NULL,72.9579,8
169525,79796,The Kingdom of Loathing,NULL,2003-02-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169574,1390,Dead or Alive Xtreme Beach Volleyball,"Zack gambles his winnings from the Dead or Alive 3 tournament at a casino. In the process, he hits the jackpot, earning a ridiculously large sum of money. The money is used to purchase a private island, which he promptly turns into a resort named after himself (""Zack Island""). He then invites the women from the previous tournament (along with one newcomer — his girlfriend, Niki) to his island under the pretense that the next Dead or Alive tournament will be held there. The women arrive and after discovering the truth, (namely that it was merely a hoax) decide to make the best of the situation by spending two weeks vacationing on the island.",2003-01-22 00:00:00.000,2,NULL,30.0000,3,55.5070,16
